Subject,Term,Definition
Mathematics,Remainder,"If m and n are 2 natural numbers with m greater than n, such that m = p × n + r where p andr are also natural numbers, then r is said to be the *remainder* of m on division by n. For example, if m = 29 and n = 6, then 29 = 4 × 6 + 5, so the remainder of 29 on division by 6 is 5. More simply, a remainder is the amount left over when one number or algebraic quantity a is divided by another b. If a is divisible by b then the remainder is 0. For example, 66 *is* divisible by 11 because the remainder is 0 (since 66 = 6 × 11 + 0). However, when 68 is divided by 11, the remainder is 2, because 68 can be expressed as​ 68 = 6 × 11 + 2. So, 68 is *not* divisible by 11. See also: divisible, factor."
Mathematics,Response variable,See: variable.
Mathematics,Revolution (angles),"A full-turn, or one **revolution**, is the amount of turn required to rotate a ray about its endpoint until the image ray first coincides with the original ray. The measure of 1 revolution is 360 degrees, written 360°, or 2π radians. See also: degree, radian."
Mathematics,Rhombus,"A **rhombus** is a quadrilateral with all sides being equal. (See diagram in Mathematics Glossary document on VCAA website) See also: polygon, quadrilateral."
Mathematics,Right angle,"A **right angle** has an angle measure of 90°, or one-quarter turn of a full revolution (360°). If 2 lines are at a right angle, they may also be referred to as being perpendicular. Examples of some right angles are shown below. See also: angle, perpendicular, revolution (angles)."
Mathematics,Right prism,A **right prism** is a convex polyhedron that has 2 congruent and parallel faces and all remaining faces are congruent rectangles.
Mathematics,Rotation,"A **rotation** is a transformation where each point in the plane is rotated through a given angle about a fixed point (the point of rotation). A rotation turns a figure about a fixed point, called the **centre of rotation**. A rotation is specified by: - the **centre** of rotation *O* - the **angle** of rotation - the **direction** of rotation (clockwise or anticlockwise). In the first diagram below, the point A is rotated through 120^o^ clockwise about O. In the second diagram, it is rotated through 60° anticlockwise about O. (See diagram in Mathematics Glossary document on VCAA website) A rotation is a transformation of the plane that moves each point to its rotation image. The centre of rotation is invariant under this transformation. See also: transformation."
Mathematics,Rotational symmetry,"**Rotational symmetry** is a quality of some shapes and objects that appear the same when turned around their centre for less than a full turn. For example, a square has quarter-turn rotational symmetry. (See diagram in Mathematics Glossary document on VCAA website)"
Mathematics,Rounding,"**Rounding** is the process for *approximating* a value that lies between 2 known values by one of these values. In particular, when a measure lies between 2 of the smallest marks on a scale, it is rounded to the nearest value represented by either one of these marks. Rounding is used to specify a number correct to a given accuracy. With measurements this often means rounding a decimal number. The decimal expansion of a real number is rounded when it is approximated by a terminating decimal that has a given number of decimal digits to the right of the decimal point. Rounding to n decimal places is achieved by removing all decimal digits beyond (to the right of) the nth digit to the right of the decimal place and adjusting the remaining digits where necessary. - If the first digit removed (the (n + 1)th digit) is less than 5 the preceding digit is not changed. For example, 4.02749 becomes 4.027 when rounded to 3 decimal places. - If the first digit removed is greater than 5, or 5 and some succeeding digit is non-zero, the preceding digit is increased by 1. For example, 6.1234586 becomes 6.12346 when rounded to 5 decimal places. Rounding of decimals may also be achieved by rounding to the place value (for example, tenths, hundredths). 16.29 rounded to the nearest *tenth* of a unit is 16.3, rounded to the nearest unit is 16, rounded to the nearest 5 is 15, and rounded to the nearest ten is 20. The decimal number 57.139 rounded to the nearest hundredth is 57.14 and rounded to the nearest tenth is 57.1. However, 57.199 rounded to the nearest hundredth is 57.200. Some general principles for rounding are: - if the last digit is a 1, 2, 3 or 4 then the previous digit is left unchanged and the number is said to be *rounded down;* for example, 296.2 rounded to the nearest integer is rounded down to 296 - if the last digit is a 6, 7, 8 or 9 then the previous digit is increased by 1 and the number is said to be *rounded up*; for example, 296.8 rounded to the nearest integer is rounded up to 297 - if the last digit is a 5 then the previous digit can be *randomly* rounded up or down, especially where several measurements are taken. This avoids cumulative error that would arise from either *always* rounding up or *always* rounding down; for example, 296.5 would be randomly rounded to either 296 or 297 - if rounding to a given accuracy has a cumulative effect, zeroes should be used to indicate the accuracy; for example, 299.97 rounded to the nearest *tenth* is 300.0. It should be noted that several different conventions for rounding a last digit of 5 can be found in the literature, and these relate to different contexts for number computation. In school mathematics, last digits 1, 2, 3 and 4 'round down', and last digits 5, 6, 7, 8 and 9 'round up'."
Mathematics,Rational fraction,See: algebraic fraction.
Mathematics,Sample,"A **sample** is a subset of a population. For example, a set of people used for a newspaper survey is a sample of the population. A random sample is one that is obtained by using a random process for selecting a sample. Samples are used to estimate characteristics of the population. For example, a randomly selected group of eight-year-old children (the sample) might be selected to estimate the incidence of tooth decay in eight-year-old children in Australia (the population). See also: population."
Mathematics,Sampling,**Sampling** is the process by which a subset of a population is selected for the purposes of data analysis. This subset is called a sample. See also: sample.
Mathematics,Sample space,"A **sample space** is the set of all possible outcomes of a chance experiment. For example, the set of outcomes (also called sample points) from tossing 2 heads is { HH, HT, TH, TT }, where H represents a 'head' and T a 'tail'. See also: probability."
Mathematics,Scale,"**Scale** specifies proportion between 2 measures. For example, a model of a house may be made on a 1: 10 *scale* of length."
Mathematics,Scale (measuring scale),"A measuring *scale* for weight could be based on the extension of a spring in proportion to the mass of an object (each 500 grams could cause an extension 5 cm). The tick marks on the axes of a graph are specified according to some scale. For example, each mark along the horizontal axis might correspond to 5 units, while each mark along the vertical axis might correspond to 2 units. These are then referred to as *axes* *scales*."
Mathematics,Scatterplot,"A **scatterplot** is a visual representation of bivariate numerical data. One numerical variable (the independent variable) is measured along the x-axis, the other (the dependent variable) along the y-axis. Each data point is represented as a coordinate in the plane corresponding to the value it takes for each of the independent and dependent variables. For example, selected biometric data recording the circumference of a number of Douglas fir trees in the US, and their heights, is recorded below: ----------------------------------------------------------------------- Tree circumference (m) Height (m) -------------------------------------------- -------------------------- 6.65 72.92 4.93 65.76 2.22 28.94 1.97 37.13 2.85 40.92 2.84 38.59 1.24 36.21 2.23 38.92 2.45 42.48 9.09 78.01 ----------------------------------------------------------------------- The scatterplot of these data, with circumference chosen as the independent variable, is shown below. See also: bivariate data, numerical data."
Mathematics,Scientific notation,"**Scientific notation**, or standard form, is the notation used in particular to express very small or very large numbers in the form of the product of a decimal number between 1 and 10 (not inclusive) with an integer power of 10 expressed in exponential form. For example, in scientific notation: 1567000 = 1.567 × 10⁶ and 0.000034 = 3.4 × 10⁻⁵. Some technology displays will show these as 1.567E6 and 3.4E--5 respectively."
Mathematics,Secondary data,See: data.
Mathematics,Sector,"A **sector** is the interior part of a circle formed by 2 radiuses. See also: angle, circle."
Mathematics,Segment,"A **segment** is the interior part of a circle formed by a chord. See also: angle, chord, circle,."
Mathematics,Sequence (number),"A **sequence** is an ordered set of elements such as numbers, instructions or objects. From an algorithmic point of view, a sequence is an ordered set of instructions or actions."
Mathematics,Set,"'**Set'** is an undefined term that informally corresponds to the notion of a collection of objects or elements. Sets are usually specified by listing their elements -- for example, { a , e , i , o , u }; by describing them in words -- for example, 'the set of Australian citizens'; or by using a mathematical rule such as {( x , y ): y = 2x + 1, x ∈ N } = {(0, 1), (1, 3), (2, 5), (3, 7) ... }. The **power set** of a given set is the set of all possible subsets of the given set, including the empty set and the given set itself. For example, if A = { a , b , c } then the power set, written P(A), is the set {{ }, { a }, { b }, { c }, { a , b }, { a , c }, { b , c }, { a , b , c }}. If there are n elements in the set A then there are 2ⁿ elements in its power set. In this example, A has 3 element and its power set has 2^3^ = 8 elements. See also: element, empty set, subset, undefined term, universal set."
Mathematics,Set (data set),See: data.
Mathematics,Shadow projection,"A **shadow projection** is a two-dimensional image formed on a plane surface by the shadow of a three-dimensional object illuminated by a light source: for example, a person's shadow on the ground on a sunny day. In geometry this usually corresponds to the projections of a shape onto a three-plane surface at right angles to each other, such as front view, side view, top view. See also: shape, two-dimensional, three-dimensional."
Mathematics,Shape (geometry),"A **shape** is a geometric object or representation of a common real-life object, in two-dimensional space, such as a free-hand closed curve, a triangle, circle, square; or in three-dimensional space (also called solids) such as a blob of playdough, a cube, sphere or pyramid. See also: polygon, polyhedron."
Mathematics,Shape (statistics),"The **shape** of a numerical data distribution refers to its visual representation and is described as **symmetric** if it is roughly evenly spread around some central point or **skewed** if it is not. If a distribution is skewed, it can be further described as **positively skewed** ('tailing-off' to the upper end of the distribution) or **negatively skewed** ('tailing-off' to the lower end of the distribution). These 3 distribution shapes are illustrated in the parallel dot plot display below. (See diagram in Mathematics Glossary document on VCAA website) > *Values* Dot plots, histograms and stem plots can all be used to investigate the shape of a data distribution. See also: distribution, dot plot, histogram."
Mathematics,Side-by-side column graph,"A **side-by-side column graph** can be used to organise and display the data that arises when a group of individuals or things are categorised according to 2 or more criteria. For example, the side-by-side column graph below displays the data obtained when 27 children are categorised according to hair type (straight or curly) and hair colour (red, brown, blonde, black). The legend indicates that blue columns represent children with straight hair and red columns children with curly hair. (See diagram in Mathematics Glossary document on VCAA website) Side-by-side column graphs are frequently called side-by-side bar graphs or bar charts. In a bar graph or chart, the bars can be either vertical or horizontal. See also: column graph."
Mathematics,Significant figure,"If a numerical value is expressed in scientific notation (standard form) a × 10ⁿ, where 1 \< a \< 10 and n is an integer, then all the digits in a are *significant*. For example, 1567000 × 10⁶ has 4 significant figures and 0.000034 = 3.4 × 10⁻⁵has 2 significant figures. See also: integer, scientific notation."
Mathematics,Similar triangles,"Four sets of conditions for 2 triangles to be **similar** are as follows: - If 2 angles of one triangle are respectively equal to 2 angles of another triangle, then the 2 triangles are similar. - If the ratio of the lengths of 2 sides of one triangle is equal to the ratio of the lengths of two sides of another triangle, and the included angles are equal, then the 2 triangles are similar. - If we can match up the sides of one triangle with the sides of another so that the ratios of matching sides are equal, then the 2 triangles are similar. - If the ratio of the hypotenuse and one side of a right-angled triangle is equal to the ratio of the hypotenuse and one side of another right-angled triangle, then the 2 triangles are similar. See also: similarity."
Mathematics,Similarity,"Two plane figures are called **similar** if an enlargement of one figure is congruent to the other. That is, if one can be mapped to the other by a sequence of translations, rotations, reflections and enlargements. Similar figures thus have the same shape, but not necessarily the same size. See also: congruent, enlargement (dilation), rotation, shape, translation."
Mathematics,Simple interest,"**Simple interest** is the interest accumulated when the interest payment in each period is a fixed fraction of the principal. For example, if the principle \$P earns simple interest at the rate of I% per period, then after n periods the accumulated simple interest is \$PnI/100. See also: compound interest."
Mathematics,Simulation,"**Simulation** is the process of modelling an event using various devices or technology. For example, if 2 players are equally likely to win a game of tennis on past performance, then a sequence of games between the 2 players could be simulated by successive tossing of a fair coin (heads player *A* wins, tails player *B* wins) or randomly selecting numbers from the list of natural numbers and noting whether the result is even (player *A* wins) or odd (player *B* wins). This could be represented using a tree diagram. See also: tree diagram."
Mathematics,Sine (ratio),"In any right-angled triangle, *sin(*θ*) =* opposite/hypotenuse, *where 0° \<* θ *\< 90°* (See diagram in Mathematics Glossary document on VCAA website) See also: trigonometry."
Mathematics,Sine rule,"In any triangle *ABC,* a/sin⁡(A) = b/sin⁡(B) = c/sin⁡(C) . (See diagram in Mathematics Glossary document on VCAA website) See also: sine."
Mathematics,Skewness,See: shape (statistics).
Mathematics,Skip counting,"**Skip counting** is counting from a given starting value using multiples of a fixed natural number. For example, {2, 4, 6, \...} or {7, 12, 17\...}. See also: natural number."
Mathematics,Solid,"A **solid** is a geometric object that possesses the three-dimensions of width, height and depth. Examples of solids include a cube, sphere and pyramid. See also: three-dimensional, polyhedron."
Mathematics,Spread,"**Spread** is a statistic that indicates how widely the values of a data set are distributed. Common measures of spread include *range*, *interquartile range*, *quantiles* and *percentiles* and *mean (average)*. See also: mean, interquartile range (IQR), percentile, quantile (statistics), range."
Mathematics,Square,"A **square** is a quadrilateral that is both a rectangle and a rhombus. (See diagram in Mathematics Glossary document on VCAA website) A square thus has all the properties of a rectangle, and all the properties of a rhombus. See also: polygon, quadrilateral."
Mathematics,Square number,"An element of the set {1, 4, 9, 16, 25 \...}. A **square number** has an *odd* number of distinct elements in its factor set. For example, the factor set of 16 has 5 distinct elements: {1, 2, 4, 8, 16}. The first 4 of these numbers can be represented as dots that form a square array as shown: ----------------------------------------------------------------------------- ● ● ● ● ----- ----- ----- ----- ----- ----- ----- ----- ----- ----- ----- ----- ----- ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ● ----------------------------------------------------------------------------- See also: odd number, perfect square."
Mathematics,Square root,"The positive **square root** of a given real number x is the positive real number y such that y² = x. For example, the positive square root of 9 is 3. This is written symbolically as √(9 ) = 3. Originally, the square root was taken to refer to the *side length* (root) of a square whose *area* was a given positive number. Thus, a square of area 9 square units has a side length (square root) of 3 units. Most square roots are *not* rational numbers but irrational real numbers. For example, a square of area 2 has an exact side length of the square root of 2, or √(2 ). This is *approximately* 1.4 units in length. Every positive real number has 2 square roots, one positive and one negative: for example, the square roots of 9 are 3 and −3. The negative square root is written as - √(9) = - 3. as. In general, for a non-negative real number x,√(x) = x¹/². See also: irrational number, non-negative integer."
Mathematics,Square root of 2,"The **square root of 2** is the irrational number, √(2 ), whose value corresponds to the length of the diagonal of a unit square. (See diagram in Mathematics Glossary document on VCAA website) Its approximate value is 1.414 correct to 3 decimal places. The decimal expansion for the square root of 2 correct to 200 significant figures is: 1.4142135623730950488016887242096980785696718753769480731766797379907324784621070388503875343276415727350138462309122970249248360558507372126441214970999358314132226659275055927557999505011527820605715 The digits in this decimal expansion do not display any recurring pattern, a property that distinguishes irrational numbers from rational numbers. See also: irrational number, square root."
Mathematics,Standard deviation,**Standard deviation** is a measure of the variability or spread of a data set. It gives an indication of the degree to which the individual data values are spread around their mean (average). See also: mean.
Mathematics,Standard unit,"A **standard unit** is a formal unit from a system of units that is comprehensive and is used to define other units or combinations of units. For example, in the metric system, the standard units for *length*, *mass* and *time* are respectively, *metre*, *kilogram* and *second*. The standard units are described in the International System of Units (SI). Related formal units are: > *centimetre* = metre × 1/100* \ > tonne* = kilogram × 1 000 *\ > minute =* second × 60. Other non-standard formal units are, for example, carat, gallon, hour and knot."
Mathematics,Statistical investigation,"A **statistical investigation** is an investigation process involving a chosen context, area of interest or an identified problem scenario, identifying the subjects and variables to be investigated, planning the approach, collecting data, representing, interpreting and analysing the data, making inferences and communicating the results of the investigation in terms of the context."
Mathematics,Stem-and-leaf plot (stemplot),"A **stem-and-leaf plot** is a method of organising and displaying numerical data in which each data value is split in to 2 parts, a 'stem' and a 'leaf'. Stem plots provide a visual indication of spread. For example, the stem-and-leaf plot below displays the resting pulse rates (in beats per minute) of 19 students. (See diagram in Mathematics Glossary document on VCAA website)**Key** : 11\|0 = 110 beats per minute In this plot, the stem unit is '10' and the leaf unit is '1'. The top row in the plot, 6 \| 8 8 8 9, displays pulse rates of 68, 68, 68 and 69. A **back-to-back stem-and-leaf** **plot** is a method for comparing 2 data distributions by attaching 2 sets of 'leaves' to the same 'stem' in a stem-and-leaf plot. For example, the stem-and-leaf plot below displays the distribution of pulse rates of 19 students before and after gentle exercise. (See diagram in Mathematics Glossary document on VCAA website)"
Mathematics,Straight angle,"A **straight angle** is the angle formed by taking a ray and its opposite ray. A straight angle is half of a revolution, and so has size equal to 180° or π radians. (See diagram in Mathematics Glossary document on VCAA website) See also: degree, radian."
Mathematics,Subitising,**Subitising** is the capacity to visually recognise the size of a small set of objects without counting.
Mathematics,Subset,"A **subset** is a set of elements *A* all contained within some larger set *B*. *A* is a subset of *B* if and only if every element of *A* is also an element of *B*, expressed A⊆B. The subset *A* in this situation may also coincide with the set *B* itself, that is, A = B. *A* is a **proper** subset of *B* (written A⊂B) if all elements of *A* are contained within *B* but *A* *excludes* at least one element of *B,* so that it cannot coincide with *B* itself. If *A* is not a subset of *B*, it is expressed A⊄B. For example, for the sets B = (1,2,3,4), A = (1,3) and C = {5}, A⊂B\ while C⊄B. See also: inclusion (subset), set."
Mathematics,Subtraction,"**Subtraction** is one of the basic operations of arithmetic and algebra and involves the combination of 2 or more quantities using the - operator. For example, 37 - 14 = 23, 5 -- 9 = - 4, 3/4 - 2/3 = 1/12, 3x - 2y = 12. Subtraction is the **inverse operation** to addition and can be defined in terms of addition, such that if a + b = c then c - b = a and c - a = b. For example, if 13 = 9 + 4 then 13 -- 9 = 4 and 13 -- 4 = 9. Subtraction may be defined more formally depending on the context. For example: - Subtraction of real numbers may be modelled using lengths of joined line segments on a number line. - The addition of 2 fractions is defined by introducing a common denominator, that is: > a/b - c/d = ad - bc/bd. See also: addition, inverse operation."
Mathematics,Sum,"A **sum** is the result of adding several numbers or algebraic expressions. For example,\ 1 + 2 + 3, 2x + 3, a + b + c + d are sums. The symbol ∑ can be used to indicate a sum where each term can be described by an algebraic expression. For example, the mean (average) x defined as: x = x₁ + x₂ + x₃ + ... + xₙ/n can also be written using sum notation as: x = 1/n i = 1nxᵢ See also: addition."
Mathematics,Supplementary angles,Two adjacent angles that form a straight angle are said to be **supplementary angles**. The sum of the angle measures in degrees of supplementary angles is 180° (a straight angle). An example of 2 supplementary angles is shown below. (See diagram in Mathematics Glossary document on VCAA website) See also: complementary angles.
Mathematics,Surd,"A **surd** is a numerical expression involving one or more irrational roots of numbers. Examples of surds include √(2), √(5), 4√(3) + 7√(6) and - 2 - 3√(7)/√(5). See also: irrational number."
Mathematics,Surface area,"**Surface area** is the measure of the total area of the surface(s) of a three-dimensional shape or object. For example, the surface area of a cube with side lengthx units is 6x² square units. The surface area of a sphere with radius r units is 4πr² square units."
Mathematics,Survey,"A **survey** is a tool for collecting data that comprises a series of questions, which can be constructed to collect quantitative or qualitative data, numerical or categorical responses."
Mathematics,Symbolic,"**Symbolic** means using marks or symbols that have a meaning particular to mathematical language. For example, the written statement '2 is less than 3' can be written symbolically as\ '2 \< 3'."
Mathematics,Symmetry (and asymmetry),"**Symmetry** is a visual property of regularity in shape by, for example, reflection or rotation. The letter T is symmetrical by reflection, the letter Z is symmetrical by rotation, the letter H is symmetrical by both reflection and rotation, but the letter R is *not* symmetrical. A plane figure *F* has line symmetry in a line m if the image of *F* under the reflection in m is *F* itself. The line m is called the axis of symmetry. (See diagram in Mathematics Glossary document on VCAA website) A plane figure *F* has **rotational symmetry** about a point *O* if there is a non-trivial rotation such that the image of *F* under the rotation is *F* itself. (See diagram in Mathematics Glossary document on VCAA website) A rotation of 120^o^ around *O* maps the equilateral triangle onto itself. Shapes that are not symmetrical are said to be **asymmetrical**. The human body is asymmetrical with respect to an imaginary line down the middle. See also: reflection, rotation."
Mathematics,Tangent (geometry),"A **tangent** to a curve at a point is a line that touches but does not cut a curve at that point. Two tangents are shown in the following diagram: In the special case of a circle, a tangent is a line that intersects a circle at just one point. It touches the circle at that point of contact but does *not* pass inside it. A tangent to a circle is perpendicular to the diameter that contains the point, as show below: See also: circle, diameter."
Mathematics,Tangent (ratio),"In any right-angled triangle, tan(θ) = opposite/adjacent where 0° \< θ \< 90° (See diagram in Mathematics Glossary document on VCAA website) See also: trigonometry."
Mathematics,Tangram,A **tangram** is Chinese puzzle formed by a square cut into several pieces that are then rearranged to create other shapes. An example of an uncut tangram is shown below. (See diagram in Mathematics Glossary document on VCAA website)
Mathematics,Term,"A **term** is a product of a constant (coefficient) and variables raised to positive integer powers. For example, - 2xy² is a term (variables x and y, coefficient - 2). See also: coefficient."
Mathematics,Terminating decimal,"A **terminating decimal** is a decimal that contains only finitely many non-zero decimal digits. Every terminating decimal represents a rational number where the denominator is a power of 10. For example, 54.321 = 54.321000... is the decimal representation of 5 × 10¹ + 4 × 10⁰ + 3 × 1/10 + 2 × 1/100 + 1 × 1/1000 = 54321/1000 See also: rational number."
Mathematics,Tessellation (tiling),"A **tessellation** is a repeated pattern in the plane or on a surface where shapes completely fill all the space around a given point where their boundaries meet. For example, a honeycomb is a tessellation using hexagons. Tiling patterns are tessellations using rectangular tiles or brick pavers in paths, mosaics in buildings, quilts and art. A **regular tessellation** is created by tessellating regular polygons. If more than one regular polygon is used, it is a **semi-regular tessellation**. Examples of a regular tessellation of hexagons, and a semi-regular tessellation of triangles, hexagons and squares, are shown below. (See diagram in Mathematics Glossary document on VCAA website) (See diagram in Mathematics Glossary document on VCAA website)"
Mathematics,Theorem,A mathematical statement that has been shown to be true by proof is called a **theorem**. See also: proof.
Mathematics,Three-dimensional,"An object with width, height and depth is **three-dimensional**. A solid is any three-dimensional geometric object (such as the platonic solids). See also: two-dimensional."
Mathematics,Three-dimensional coordinate system,"A **three-dimensional coordinate system** is a coordinate system where any point in the space is defined using 3 different dimensions: for example, longitude, latitude and altitude for locating the position of a drone in the sky. (See diagram in Mathematics Glossary document on VCAA website)"
Mathematics,Time zones,"The 24 divisions of the globe, where each change of 15 degrees longitude corresponds to one hour, are referred to as **time zones**. As time zones often align with national or regional boundaries, this is an approximate relationship."
Mathematics,Transformation,"A **transformation** is a map of the plane onto itself. The transformations included in this glossary are enlargements or scaling (dilations), reflections, rotations and translations. These are one-to-one transformations of the plane onto itself. A transformation is said to be an **isometry** if it leaves lengths, area and angles unchanged. Reflections, rotations and translations are isometries, dilations are not isometries. See also: correspondence, enlargement (dilation), reflection, rotation, scale, translation."
Mathematics,Translation,Shifting a figure in the plane without turning it is called **translation**. Translations can be specified as a combination of a horizontal shift and a vertical shift. See also: transformation.
Mathematics,Transversal,"A **transversal** is a line that intersects 2 other lines obliquely. (See diagram in Mathematics Glossary document on VCAA website) See also: alternate angle, corresponding angles, co-interior angle."
Mathematics,Trapezium,"A **trapezium** is a quadrilateral with one pair of opposite sides parallel. (See diagram in Mathematics Glossary document on VCAA website) (See diagram in Mathematics Glossary document on VCAA website) A **right-trapezium** has 2 right angles. The following are examples of a right-trapezium: (See diagram in Mathematics Glossary document on VCAA website) (See diagram in Mathematics Glossary document on VCAA website) See also: parallel, quadrilateral."
Mathematics,Tree diagram,"A diagram consisting of line segments (edges) connected to points (vertices) like the branches and twigs of a tree, a **tree diagram** is used to indicate the relationship between sets or events: for example, a family tree. Tree diagrams can also be used to represent the set of outcomes of a multi-step random experiment: for example, listing the possible outcomes when a coin is tossed twice as shown below. (See diagram in Mathematics Glossary document on VCAA website) See also: edge, vertex."
Mathematics,Trial,"A **trial** is any repeatable procedure with a well-defined set of possible outcomes, known as the sample space. An example of a trial would be the flipping of a coin; the sample space would be\ {H, T}. See also: probability, sample space."
Mathematics,Triangular number,"A **triangular number** is an element of the set {1, 3, 6, 10, 15 ...}. These numbers can be represented as dots that form a triangular array as shown below. (See diagram in Mathematics Glossary document on VCAA website) See also: square number."
Mathematics,Trigonometry,"**Trigonometry** is the study of measures related to triangles. Consider the following right-angled triangle, with hypotenuse h, right angle, angle *θ* and sides o (opposite the angle *θ* ) and a (adjacent to the angle *θ* ) as shown: (See diagram in Mathematics Glossary document on VCAA website) The relation between the angle *θ* and the lengths of the 3 sides are defined by the trigonometric ratios: sin(θ) = o/h cos(θ) = a/h tan(θ) = o/a or equivalently: o = h sin(θ) a = h cos(θ) o = atan(θ) Similarly, in the following right-angled triangle, with long side length 1 unit, and angle t, the vertical side length is sin(t) and the horizontal side length is cos(t): *** *** (See diagram in Mathematics Glossary document on VCAA website) If the triangle is dilated by a factor r from the point at which the angle t is formed, then, by similarity: sin(t) = a/r cos(t) = b/r tan(t) = ar/br = a/b with altitude (height) a, base b, and angle t as shown: (See diagram in Mathematics Glossary document on VCAA website) See also: sine (ratio), cosine (ratio), tangent (trigonometry)."
Mathematics,Two-dimensional,An object with width and length is **two-dimensional**. A polygon is an example of a two-dimensional geometric object. See also: three-dimensional.
Mathematics,Two-way table,See: Karnaugh map.
Mathematics,Undefined term,"An **undefined term** is a term or expression taken as accepted without definition. These are the basic building blocks of mathematics. For example, element and set are undefined terms in *algebra and logic*, while point and line are undefined terms in geometry. Undefined terms may be characterised by informal description or illustrated by examples. Other mathematical terms and expressions are defined using undefined terms and relations on them."
Mathematics,Union (set),"Given 2 sets *A* and *B*, their **union**, written *A* ∪ *B* is the set of all elements that occur in either set, listed without repetition. For example, if *A* = { *a* , *b* , *d* , *z* } and *B* = { *a* , *c* , *x* , *y* , *z* } then *A* ∪ *B* = { *a* , *b* , *c* , *d* , *x* , *y* , *z* }. See also: set."
Mathematics,Unit,"A **unit** is a basic or fundamental construct for counting and/or measurement. For example, the number 1 is the unit for counting (from the Latin *unus* for one). The metre is the standard unit for measurement of length in the metric system."
Mathematics,Unit fraction,"A **unit fraction** is a simple fraction whose numerator is 1, that is, a fraction of the form 1/n, where n is a natural number. For example, 1/7 is a unit fraction but 2/9 is not a unit fraction. See also: fraction."
Mathematics,Unit of repeat,"In a repeating pattern, the pattern sequence that is repeated within the pattern is called the **unit of repeat**: for example, 1234 in the pattern 1234123412341234\..."
Mathematics,Univariate data,"**Univariate data** is data relating to measurement of a single variable: for example, shoe size. See also: data."
Mathematics,Universal set,"The set containing all objects or elements, including itself, within a given context is the **universal set**. The complement of the universal set is the empty set. See also: complement (set), empty set, set."
Mathematics,Unplugged,"A commonly used term for computational thinking activities carried out without digital technology, '**unplugged**' representations of algorithms may include structured mathematical processes, English representations (steps) or flow charts."
Mathematics,Validate,"To **validate** is to check that data to be analysed is reasonable and fit for purpose. This can involve checking for accuracy, clarity, detail, consistency, correctness and completeness."
Mathematics,Variable,"A **variable** is a term used to designate an arbitrary element of a set. For example, if n is any natural number, then m = 2n + 1 is an odd natural number. The terms n and m are called variables. The rules of functions are often specified using variables for example, the function that takes a number, squares it then subtracts 3, can be specified in terms of the variables x and y as y = x² - 3. When investigating relationships in bivariate data, the **explanatory variable** is the variable that may explain or cause a difference in the r**esponse variable**. For example, when investigating the relationship between the temperature of a loaf of bread and the time it has spent in a hot oven, *temperature* is the response variable and *time* is the explanatory variable. With numerical bivariate data, it is common to attempt to model such relationships with a mathematic equation and to call the response variable the **dependent variable** and the explanatory variable the **independent variable**. When graphing numerical data, the convention is to display the response (dependent) variable on the vertical axis and the explanatory (independent) variable on the horizontal axis. When there is no clear causal link between the events, the classification of the variables as either the dependent or independent variable is quite arbitrary. An **arbitrary (free) variable** is variable whose scope is not limited by a logical quantifier. Free variables frequently are used in proofs to represent an arbitrary element of a set. See also: categorical variable, data, function, numerical data, numerical variable."
Mathematics,Variable (algebra),"A **variable** is typically designated by a symbol, such as x,y or z, to represent an unspecified member of some set. For example, the variable x could represent an unspecified real number. See also: variable."
Mathematics,Variable (statistics),"A **variable** is something measurable or observable that is expected to either change over time or between individual observations. Examples of variables in statistics include the age of students, hair colour or a playing field's length or shape.​ See also: variable."
Mathematics,Variation in data,"**Variation in data** is the characteristic that elements of a data set differ, for example, the differences in maximum temperature recorded at different suburbs of a town on a given day."
Mathematics,Venn diagram,"A **Venn diagram** is a graphical representation, using several typically overlapping closed curves, such as circles, of the relationship between elements of sets in relation to properties or attributes. They are drawn with respect to some specified universal set. For example, consider the universal set of all students at a school, the set of girl students, and the set of students with brown hair. All students can be represented on a Venn diagram as shown below. Venn diagrams are normally used where 2 or 3 sets are involved. In probability problems, Venn diagrams are used to represents subsets of a sample space for events. See also: probability."
Mathematics,"Vertex (angle, graph, shape)","A **vertex** (plural: vertices) is a point in the plane or in space where several edges meet, but do not extend beyond. For example, the corners of a triangle or the point of a cone are the vertices, as shown below. See also: line segment."
Mathematics,Vertically opposite angle,"When 2 lines intersect, 4 angles are formed at the point of intersection. In the diagram, the angles marked ∠*AOX* and ∠*BOY* are called **vertically opposite**. Vertically opposite angles are equal. (See diagram in Mathematics Glossary document on VCAA website) See also: angle, vertex."
Mathematics,Virtual materials,Dynamic digital representations of physical materials (sometimes called virtual manipulatives).
Mathematics,Visualisations,"**Visualisations** are visual formats for organising, representing and summarising data. They are also called data displays."
