SubjectArea,Subject,Band,ContentCode_V2,ContentCode_V1,ContentDescription_V1,ChangeType,Comment
English,English,Year 7,VC2E7LE04,VCELT374,"Recognise and analyse the ways that characterisation, events and settings are combined in narratives, and discuss the purposes and appeal of different approaches",Refined,Refined
English,English,Year 7,VC2E7LE05,VCELT375,"Understand, interpret and discuss how language is compressed to produce a dramatic effect in film or drama, and to create layers of meaning in poetry",Updated,Merged 2 content descriptions and refined
English,English,Year 7,VC2E7LE05,VCELT373,"Discuss aspects of texts, including their aesthetic and social value, using relevant and appropriate metalanguage",Updated,Merged 2 content descriptions and refined
English,English,Year 7,VC2E7LE06,VCELT386,Create literary texts that adapt stylistic features encountered in other texts,Updated,Refined
English,English,Year 7,VC2E7LE06,VCELT385,Experiment with text structures and language features and their effects in creating literary texts,Updated,Refined
English,English,Year 7,VC2E7LY01,VCELY395,"Identify and discuss main ideas, concepts and points of view in spoken texts to evaluate qualities, using interaction skills when sharing interpretations or presenting ideas and information",Refined,Refined
English,English,Year 7,VC2E7LY02,VCELY396,"Plan, rehearse and deliver presentations, selecting and sequencing appropriate content and multimodal elements to promote a point of view or enable a new way of seeing, using body language, voice qualities and other elements to add interest and meaning",Refined,Refined
English,English,Year 7,VC2E7LY03,VCELA384,Understand how to use spelling rules and word origins to learn new words and how to spell them,Refined,Refined
English,English,Year 7,VC2E7LY04,VCELY376,"Analyse and explain the effect of technological innovations on texts, particularly media texts",Refined,Refined
English,English,Year 7,VC2E7LY05,VCELY379,Analyse and explain the ways text structures and language features shape meaning and vary according to audience and purpose,Refined,Refined
English,English,Year 7,VC2E7LY06,VCELY377,Use prior knowledge and text processing strategies to interpret a range of types of texts,Refined,Refined
English,English,Year 7,VC2E7LY07,VCELY378,"Use comprehension strategies to interpret, analyse and synthesise ideas and information, critiquing ideas and issues from a variety of textual sources",Refined,Refined
English,English,Year 7,VC2E7LY08,,,Refined,Refined
English,English,Year 7,VC2E7LY09,VCELY388,"Edit for meaning by removing repetition, refining ideas, reordering sentences and adding or substituting words for impact",Refined,Refined
English,English,Year 7,,VCELY389,"Consolidate a personal handwriting style that is legible, fluent and automatic and supports writing for extended periods",Removed,Removed
English,English,Year 7,,VCELY390,"Use a range of software, including word processing programs, to  create, edit and publish written and multimodal texts",Removed,Removed
English,English,Year 8,VC2E8LA01,VCELA424,Understand how conventions of speech adopted by communities influence the identities of people in those communities,Refined,Refined
English,English,Year 8,VC2E8LA02,VCELA397,"Understand how rhetorical devices are used to persuade and how different layers of meaning are developed through the use of metaphor, irony and parody",Refined,Refined
English,English,Year 8,,VCELA423,Understand the influence and impact that the English language has had on other languages or dialects and how English has been influenced in return,Removed,Removed
English,English,Year 8,VC2E8LA03,VCELA398,"Analyse how the text structures and language features of persuasive texts, including media texts, vary according to the medium and mode of communication",Refined,Refined
English,English,Year 8,VC2E8LA04,VCELA399,"Understand how cohesion in texts is improved by strengthening the internal structure of paragraphs through the use of examples, quotations and substantiation of claims",Updated,Merged 2 content descriptions and refined
English,English,Year 8,VC2E8LA04,VCELA414,"Understand how coherence is created in complex texts through devices like lexical cohesion, ellipsis, grammatical theme and text connectives",Updated,Merged 2 content descriptions and refined
English,English,Year 8,VC2E8LA05,VCELA400,"Analyse and examine how effective authors control and use a variety of clause structures, including clauses embedded within the structure of a noun group/phrase or clause",Refined,Refined
English,English,Year 8,VC2E8LA06,VCELA416,Understand the effect of nominalisation in the writing of informative and persuasive texts,Refined,Refined
English,English,Year 8,VC2E8LA07,VCELA402,Investigate how visual and multimodal texts allude to or draw on other texts or images to enhance and layer meaning,Refined,Refined
English,English,Year 8,VC2E8LA08,VCELA401,"Recognise that vocabulary choices contribute to the specificity, abstraction and style of texts",Refined,Refined
English,English,Year 8,VC2E8LA09,VCELA415,"Understand the use of punctuation conventions, including colons, semicolons, dashes and brackets in formal and informal texts",Refined,Refined
English,English,Year 8,VC2E8LE01,VCELT403,"Explore the ways that ideas and viewpoints in literary texts drawn from different historical, social and cultural contexts may reflect or challenge the values of individuals and groups",Refined,Refined
English,English,Year 8,,VCELT404,"Explore the interconnectedness of Country and Place, People, Identity and Culture in texts including those by Aboriginal and Torres Strait Islander authors",Removed,Removed
English,English,Year 8,VC2E8LE02,VCELT425,"Share, reflect on, clarify and evaluate opinions and arguments about aspects of literary texts",Refined,Refined
English,English,Year 8,VC2E8LE03,VCELT405,"Understand and explain how combinations of words and images in texts are used to represent particular groups in society, and how texts position readers in relation to those groups",Updated,Merged 2 content descriptions and refined
English,English,Year 8,VC2E8LE03,VCELT406,"Recognise and explain differing viewpoints about the world, cultures, individual people and concerns represented in texts",Updated,Merged 2 content descriptions and refined
English,English,Year 8,VC2E8LE04,VCELT407,"Recognise, explain and analyse the ways literary texts draw on readers’ knowledge of other texts and enable new understanding and appreciation of aesthetic qualities",Refined,Refined
English,English,Year 8,VC2E8LE05,VCELT408,"Identify and evaluate devices that create tone in literary texts, including humour, wordplay, innuendo and parody",Updated,Merged 2 content descriptions and refined
English,English,Year 8,VC2E8LE05,VCELT409,"Interpret and analyse language choices, including sentence patterns, dialogue, imagery and other language features, in short stories, literary essays and plays",Updated,Merged 2 content descriptions and refined
English,English,Year 8,VC2E8LE06,VCELT419,Create literary texts that draw upon text structures and language features of other texts for particular purposes and effects,Updated,Merged 2 content descriptions and refined
English,English,Year 8,VC2E8LE06,VCELT418,"Experiment with particular language features drawn from different types of texts, including combinations of language and visual choices to create new texts",Updated,Merged 2 content descriptions and refined
English,English,Year 8,VC2E8LY01,VCELY426,"Interpret the stated and implied meanings in spoken texts, and use interaction skills including voice and language conventions to discuss evidence that supports or challenges different perspectives",Refined,Refined
English,English,Year 8,VC2E8LY02,VCELY427,"Plan, rehearse and deliver presentations, selecting and sequencing appropriate content, including multimodal elements, to reflect a diversity of viewpoints, using voice and language conventions to suit different situations, modulating voice and incorporating elements for specific effects",Refined,Refined
English,English,Year 8,VC2E8LY03,VCELA417,Understand how to apply learned knowledge consistently in order to spell accurately and to learn new words including nominalisations,Refined,Refined
English,English,Year 8,VC2E8LY04,VCELY410,Analyse and explain how language has evolved over time and how technology and the media have influenced language use and forms of communication,Refined,Refined
English,English,Year 8,VC2E8LY05,VCELY413,Analyse and evaluate the ways that text structures and language features vary according to the purpose of the text and the ways that referenced sources add authority to a text,Refined,Refined
English,English,Year 8,VC2E8LY06,VCELY411,"Apply increasing knowledge of vocabulary, text structures and language features to understand the content of texts",Refined,Refined
English,English,Year 8,VC2E8LY07,VCELY412,"Use comprehension strategies to interpret and evaluate texts by reflecting on the validity of content and the credibility of sources, including finding evidence in the text for the author’s point of view",Refined,Refined
English,English,Year 8,VC2E8LY08,VCELY420,"Create imaginative, informative and persuasive texts that raise issues, report events and advance opinions, using deliberate language and textual choices, and including digital elements as appropriate",Refined,Refined
English,English,Year 8,VC2E8LY09,VCELY421,Experiment with text structures and language features to refine and clarify ideas to improve the effectiveness of own texts,Refined,Refined
English,English,Year 8,,VCELY422,"Use a range of software, including word processing programs, to create, edit and publish texts imaginatively",Removed,Removed
English,English,Year 9,VC2E9LA01,VCELA453,Understand that roles and relationships are developed and challenged through language and interpersonal skills,Refined,Refined
English,English,Year 9,VC2E9LA02,VCELA428,"Investigate how evaluation can be expressed directly and indirectly using devices, including allusion, evocative vocabulary and metaphor",Refined,Refined
English,English,Year 9,,VCELA452,Understand that Standard Australian English is a living language within which the creation and loss of words and the evolution of usage is ongoing,Removed,Removed
English,English,Year 9,VC2E9LA03,VCELA429,Understand that authors innovate with text structures and language for specific purposes and effects,Refined,Refined
English,English,Year 9,VC2E9LA04,VCELA430,"Compare and contrast the use of cohesive devices in texts, focusing on how they serve to signpost ideas, to make connections and to build semantic associations between ideas",Refined,Refined
English,English,Year 9,VC2E9LA05,VCELA433,Explain how authors creatively use the structures of sentences and clauses for particular effects,Refined,Refined
English,English,Year 9,VC2E9LA06,VCELA446,Understand how certain abstract nouns can be used to summarise preceding or subsequent stretches of text,Refined,Refined
English,English,Year 9,VC2E9LA07,VCELA431,"Analyse and explain the use of symbols, icons and myth in still and moving images and how these augment meaning",Refined,Refined
English,English,Year 9,VC2E9LA08,VCELA432,"Identify how vocabulary choices contribute to specificity, abstraction and stylistic effectiveness",Refined,Refined
English,English,Year 9,VC2E9LA09,VCELA445,Understand how punctuation is used along with layout and font variations in constructing texts for different audiences and purposes,Refined,Refined
English,English,Year 9,VC2E9LE01,VCELT435,"Interpret and compare how representations of people and culture in literary texts are drawn from different historical, social and cultural contexts",Refined,Refined
English,English,Year 9,VC2E9LE02,VCELT436,Present an argument about a literary text based on initial impressions and subsequent analysis of the whole text,Refined,Refined
English,English,Year 9,VC2E9LE03,VCELT454,"Reflect on, discuss and explore notions of literary value and how and why such notions vary according to context",Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LE03,VCELT437,Explore and reflect on personal understanding of the world and significant human experience gained from interpreting various representations of life matters in texts,Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LE04,VCELA428,"Investigate how evaluation can be expressed directly and indirectly using devices, including allusion, evocative vocabulary and metaphor",Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LE04,VCELT439,"Analyse text structures and language features of literary texts, and make relevant comparisons with other texts",Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LE05,VCELT438,"Analyse texts from familiar and unfamiliar contexts, and discuss and evaluate their content and the appeal of an individual author’s literary style",Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LE05,VCELT440,"Interpret and analyse language choices, including sentence patterns, dialogue, imagery and other language features, in short stories, literary essays and plays",Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LE06,VCELT448,"Create literary texts, including hybrid texts, that innovate on aspects of other texts, including through the use of parody, allusion and appropriation",Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LE06,VCELT447,"Experiment with the ways that language features, image and sound can be adapted in literary texts",Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LY01,VCELY455,"Listen to spoken texts constructed for different purposes and analyse how language features in these texts position listeners to respond in particular ways, and consider the interaction skills used to present and discuss ideas, or to influence and engage audiences through persuasive language, varied voice tone, pitch and pace",Refined,"use interaction skills to discuss opinions regarding texts that have different purposes and audiences, analysing how language features position an audience to respond in particular ways
VC2E9LY01"
English,English,Year 9,,VCELY456,"Plan, rehearse and deliver presentations, selecting and sequencing appropriate content and multimodal elements for aesthetic and playful purposes",Refined,"deliver structured spoken texts for particular purposes, demonstrating different levels of formality in consideration of audience, using features of voice and multimodal or digital elements
VC2E9LY02"
English,English,Year 9,VC2E9LY03,VCELA434,Understand how spelling is used creatively in texts for particular effects,Refined,Refined
English,English,Year 9,VC2E9LY04,VCELY441,"Analyse how the construction and interpretation of texts, including media texts, can be influenced by cultural perspectives and other texts",Refined,Refined
English,English,Year 9,VC2E9LY05,VCELY442,"Analyse and evaluate how authors combine language and visual choices to present information, opinions and perspectives in different texts",Refined,Refined
English,English,Year 9,VC2E9LY06,VCELY444,Apply an expanding vocabulary to read increasingly complex texts with fluency and comprehension,Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LY06,VCELA433,Explain how authors creatively use the structures of sentences and clauses for particular effects,Updated,Merged 2 content descriptions and refined
English,English,Year 9,VC2E9LY07,VCELY443,"Use comprehension strategies to interpret and analyse texts, comparing and evaluating representations of an event, issue, situation or character in different texts",Refined,Refined
English,English,Year 9,VC2E9LY08,VCELY449,"Create imaginative, informative and persuasive texts that present a point of view and advance or illustrate arguments, including texts that integrate visual, print and/or audio features",Refined,Refined
English,English,Year 9,VC2E9LY09,VCELY450,"Review and edit students’ own and others’ texts to improve clarity and control over content, organisation, paragraphing, sentence structure, vocabulary and audio/visual features",Refined,Refined
English,English,Year 9,,VCELY451,"Publishing texts using a range of software, including word processing programs, flexibly and imaginatively",Removed,Removed
English,English,Year 10,VC2E10LA01,VCELA483,"Understand how language use can have inclusive and exclusive social effects, and can empower or disempower people",Refined,Refined
English,English,Year 10,VC2E10LA02,VCELA457,"Understand that people’s evaluations of texts are influenced by their value systems, the context and the purpose and mode of communication",Refined,Refined
English,English,Year 10,,VCELA482,Understand that Standard Australian English in its spoken and written forms has a history of evolution and change and continues to evolve,Removed,Removed
English,English,Year 10,VC2E10LA03,VCELA458,"Compare the purposes, text structures and language features of traditional and contemporary texts in different media",Refined,Refined
English,English,Year 10,VC2E10LA04,VCELA470,"Understand how paragraphs and images can be arranged for different purposes, audiences, perspectives and stylistic effects",Refined,Refined
English,English,Year 10,,VCELA471,"Understand conventions for citing others, and how to reference these in different ways",Removed,Removed
English,English,Year 10,VC2E10LA05,VCELA472,Analyse and evaluate the effectiveness of a wide range of sentence and clause structures as authors design and craft texts,Refined,Refined
English,English,Year 10,VC2E10LA06,VCELA473,"Analyse how higher order concepts are developed in complex texts through language features including nominalisation, clause combinations, technicality and abstraction",Refined,Refined
English,English,Year 10,VC2E10LA07,VCELA459,Evaluate the impact on audiences of different choices in the representation of still and moving images,Refined,Refined
English,English,Year 10,VC2E10LA08,VCELA474,"Refine vocabulary choices to discriminate between shades of meaning, with deliberate attention to the effect on audiences",Refined,Refined
English,English,Year 10,VC2E10LA09,,,New,New content description
English,English,Year 10,VC2E10LE01,VCELT460,"Compare and evaluate a range of representations of individuals and groups in different historical, social and cultural contexts",Refined,Refined
English,English,Year 10,VC2E10LE02,VCELT484,"Reflect on, extend, endorse or refute others’ interpretations of and responses to literature",Refined,Refined
English,English,Year 10,VC2E10LE03,VCELT462,"Evaluate the social, moral and ethical positions represented in texts",Refined,Refined
English,English,Year 10,VC2E10LE04,VCELT463,"Identify, explain and discuss how narrative viewpoint, structure, characterisation and devices including analogy and satire shape different interpretations and responses to a text",Updated,Merged
English,English,Year 10,VC2E10LE04,VCELT461,"Analyse and explain how text structures, language features and visual features of texts and the context in which texts are experienced may influence audience response",Updated,Merged
English,English,Year 10,VC2E10LE04,VCELT464,Analyse and evaluate text structures and language features of literary texts and make relevant thematic and intertextual connections with other texts,Updated,Merged
English,English,Year 10,VC2E10LE05,VCELT465,Compare and evaluate how ‘voice’ as a literary device can be used in a range of different types of texts such as poetry to evoke particular emotional responses,Refined,Refined
English,English,Year 10,VC2E10LE06,VCELT476,Create literary texts that reflect an emerging sense of personal style and evaluate the effectiveness of these texts,Updated,Merged 3 content descriptions and refined
English,English,Year 10,VC2E10LE06,VCELT477,"Create literary texts with a sustained ‘voice’, selecting and adapting appropriate text structures, literary devices, language, auditory and visual structures and features for a specific purpose and intended audience",Updated,Merged 3 content descriptions and refined
English,English,Year 10,VC2E10LE06,VCELT478,Create imaginative texts that make relevant thematic and intertextual connections with other texts,Updated,Merged 3 content descriptions and refined
English,English,Year 10,VC2E10LY01,VCELY485,"Identify and explore the purposes and effects of different text structures and language features of spoken texts, and use this knowledge to create purposeful texts that inform, persuade and engage audiences, using organisation patterns, voice and language conventions to present a coherent point of view on a subject",Refined,Refined
English,English,Year 10,VC2E10LY02,VCELY486,"Plan, rehearse and deliver presentations, selecting and sequencing appropriate content and multimodal elements to influence a course of action, speaking clearly and using logic, imagery and rhetorical devices in order to engage audiences",Refined,Refined
English,English,Year 10,VC2E10LY03,VCELA475,Understand how to use knowledge of the spelling system to spell unusual and technical words accurately,Refined,Refined
English,English,Year 10,VC2E10LY04,VCELY466,"Analyse and evaluate how people, cultures, places, events, objects and concepts are represented in texts, including media texts, through language, structural and/or visual choices",Refined,Refined
English,English,Year 10,VC2E10LY05,VCELY467,"Identify and analyse implicit or explicit values, beliefs and assumptions in texts and how these are influenced by purposes and likely audiences",Refined,Refined
English,English,Year 10,VC2E10LY06,,,New,New content description
English,English,Year 10,VC2E10LY07,VCELY469,"Use comprehension strategies to compare and contrast information within and between texts, identifying and analysing embedded perspectives, and evaluating supporting evidence",Updated,Merged 2 content descriptions and refined
English,English,Year 10,VC2E10LY07,VCELY468,"Choose a reading technique and reading path appropriate for the type of text, to retrieve and connect ideas within and between texts",Updated,Merged 2 content descriptions and refined
English,English,Year 10,VC2E10LY08,VCELY479,"Create sustained texts, including texts that combine specific digital or media content, for imaginative, informative, or persuasive purposes that reflect upon challenging and complex issues",Refined,Refined
English,English,Year 10,VC2E10LY09,VCELY480,"Review, edit and refine own and others’ texts for control of content, organisation, sentence structure, vocabulary, and/or visual features to achieve particular purposes and effects",Refined,Refined
English,English,Year 10,,VCELY481,"Use a range of software, including word processing programs, confidently, flexibly and imaginatively to create, edit and publish texts, considering the identified purpose and the characteristics of the user",Removed,Removed
