SubjectArea,Subject,Band,Strand,SubStrand,ContentCode_V2,ContentDescription_V2,Topic,Elaboration
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",India,"Investigating what remained the same and what changed during the British Raj, and identifying British influences on society (e.g. the building of roads, an extensive railway network, schools and Christian missions) and the impact of the introduction of British government and law"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",India,"Describing the role of cultural expression in the development of India since independence, including music and Bollywood"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",India,"Explaining the contributions of Sikhs to the independence movement and participation in Indian society since independence, such as the election of Prime Minister Manmohan Singh"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",India,Analysing the diversity of living conditions in India over time
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Indonesia,"Creating a timeline of government in Indonesia, from the Dutch East Indies, to the Sukarno presidency, to the Suharto regime, to today"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Indonesia,"Comparing the cultural expressions across the archipelago and how governments have allowed or suppressed these expressions over time, from the Dutch ‘culture system’, to pancasila and Indonesia in the 21st century"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Indonesia,"Investigating differences in the ways of life, including religion and language, and living conditions between the islands in Indonesia and over time"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Japan,"Describing how increasing trade, modernisation, expansions and nationalism in Japan influenced everyday life in the Meiji period"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Japan,Examining the changing relevance of Shintoism to Japanese society
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Japan,Explaining the living conditions of Japanese people in Tokyo over time
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Japan,"Investigating Japanese cultural expressions and how their global popularity has maintained and changed them since the 1980s, including food, gaming and manga/anime"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Vietnam,"Outlining the leadership structure of different governments in Vietnam, from 1750 to the present"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Vietnam,"Investigating the influences on cultural expression in contemporary Vietnam, including local traditions, French colonialism and communism"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K28,"Continuities and changes on ways of life and living conditions, political and legal institutions, and cultural expression",Vietnam,Examining the continuities and changes in the importance of rice farming to Vietnam’s economy over time
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,China,Examining interpretations of China’s ‘century of humiliation’
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,China,Explaining debates around the ownership of Taiwan
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,India,Evaluating legacies of the British Raj
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,India,Comparing interpretations of the Partition and explaining the significance of the differences in these interpretations
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,India,Analysing debates on the significance of Hinduism to India
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,Indonesia,Evaluating legacies of the Dutch East Indies on the people of Indonesia
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,Indonesia,Comparing interpretations of the Suharto regime
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,Japan,"Comparing and evaluating different historians’ interpretations of the significance of the Meiji period on the social and economic development of Japan, the Russo-Japanese War, Japan’s response to the Treaty of Versailles, Japan’s invasion of Asia in World War II, the emperor post-World War II, the US occupation of Japan, and the economic recovery and prosperity of Japan"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,Japan,"Evaluating interpretations over time of Article 9 of the Japanese Constitution, which outlaws the use of force in settling international disputes"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,Vietnam,Investigating the continuity of using guerrilla warfare in conflicts within Vietnam over time
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,Vietnam,Analysing different interpretations for the justifications of the French invasion of Vietnam
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Asia (1750–present),VC2HH10K29,Interpretations and debates about a society’s history over time,Vietnam,Comparing sources from Vietnamese combatants on different sides of the Second Indochina War
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K30,Aboriginal and Torres Strait Islander Peoples’ experiences and perspectives of colonisation and resistance between 1788 and 1938,,"Discussing the diverse experiences of Aboriginal and Torres Strait Islander Peoples during the period, including individuals and groups who maintained connection with Country and Place, lived on missions and reserves, in urban settings and in community"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K30,Aboriginal and Torres Strait Islander Peoples’ experiences and perspectives of colonisation and resistance between 1788 and 1938,,"Examining examples of maintaining connection to Country and Place, community and culture during the 20th century through stories, language and family"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K30,Aboriginal and Torres Strait Islander Peoples’ experiences and perspectives of colonisation and resistance between 1788 and 1938,,"Researching the experiences and perspectives of Aboriginal and Torres Strait Islander people who were forcibly removed from Country and Place, culture and community using the Bringing Them Home report (1997)"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K30,Aboriginal and Torres Strait Islander Peoples’ experiences and perspectives of colonisation and resistance between 1788 and 1938,,"Documenting, in table form, the legal status and rights of Aboriginal and Torres Strait Islander Peoples at the national and state levels in 1960"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K30,Aboriginal and Torres Strait Islander Peoples’ experiences and perspectives of colonisation and resistance between 1788 and 1938,,"Explaining the significance of the 1938 Day of Mourning in the campaigns of Aboriginal and Torres Strait Islander Peoples for rights and freedoms, including the significance of 26 January 1938 (150 years since the arrival of the First Fleet) and the national Indigenous rights meeting"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K31,"The significant events, developments, campaigns and movements for Aboriginal and Torres Strait Islander Peoples’ rights and freedoms",,"Creating a timeline of significant events and developments that contributed to or influenced campaigns for rights and freedoms between 1938 and the present, with events and developments including the Pilbara strike, the Universal Declaration of Human Rights, the Commonwealth Electoral Act (1962), the Freedom Rides, the 1966 Wave Hill Walk-Off, the 1967 Referendum, the establishment of the Aboriginal Embassy in Canberra, the 1988 bicentenary protest, the Mabo decision (Mabo v Queensland (No 2) 1992) the Native Title Act (1993), the Bringing Them Home report and National Sorry Day (the Stolen Generations), the UN Declaration on the Rights of Indigenous Peoples, Closing the Gap, the Apology, the Uluru Statement from the Heart and the 2023 Voice Referendum"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K31,"The significant events, developments, campaigns and movements for Aboriginal and Torres Strait Islander Peoples’ rights and freedoms",,"Evaluating the influence of movements in the USA on the campaigns for Aboriginal and Torres Strait Islander Peoples’ rights and freedoms, from the civil rights movements of the 1960s to Black Lives Matter"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K31,"The significant events, developments, campaigns and movements for Aboriginal and Torres Strait Islander Peoples’ rights and freedoms",,Identifying the key features of the Universal Declaration of Human Rights and the UN Declaration on the Rights of Indigenous Peoples and their relevance to Aboriginal and Torres Strait Islander Peoples
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K31,"The significant events, developments, campaigns and movements for Aboriginal and Torres Strait Islander Peoples’ rights and freedoms",,"Researching the importance of music to events, developments, campaigns and movements, such as comparing Paul Kelly’s 1993 song ‘From Little Things Big Things Grow’ to Ziggy Ramo’s 2021 song ‘Little Things’ featuring Paul Kelly"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K31,"The significant events, developments, campaigns and movements for Aboriginal and Torres Strait Islander Peoples’ rights and freedoms",,"Analysing prominent campaign phrases, including ‘Always was, always will be’, ‘Sovereignty was never ceded’ and ‘Voice, truth, treaty’"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K31,"The significant events, developments, campaigns and movements for Aboriginal and Torres Strait Islander Peoples’ rights and freedoms",,Researching the history and practice of including ‘Welcome to Country’ and ‘Acknowledgement of Country’ at events
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K32,The experiences and perspectives of significant individuals and groups that contributed to or denied Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Investigating the lives of significant Aboriginal and Torres Strait Islander people and other Australians who contributed to their rights and freedoms, such as Neville Bonner, William Cooper, Fred Maynard, Jack Patten, Douglas Nicholls, Gladys Nicholls, Vincent Lingiari, Charles Perkins, Shirley Smith, Gladys Elphick, Essie Coffee, Joyce Clague, Daisy Bindi, Gary Foley, Michael Anderson, Eddie Koiki Mabo and Lowitja O’Donoghue"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K32,The experiences and perspectives of significant individuals and groups that contributed to or denied Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Investigating Aboriginal and Torres Strait Islander groups that contributed to changing Australian society, such as the Australian Aborigines League (Victoria), the Australian Aboriginal Progressive Association (AAPA), Student Action for Aborigines, the First Peoples’ Assembly of Victoria and other groups within Australian states working towards treaties"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K32,The experiences and perspectives of significant individuals and groups that contributed to or denied Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Describing the experiences and perspectives of Aboriginal and Torres Strait Islander professional sportspeople, such as Lionel Rose, Evonne Goolagong Cawley, Charles Perkins, Nicky Winmar, Cathy Freeman, Nova Peris, Anthony Mundine, Adam Goodes, Ash Barty and Patty Mills"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K32,The experiences and perspectives of significant individuals and groups that contributed to or denied Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Explaining the diverse perspectives of Aboriginal and Torres Strait Islander individuals and groups regarding a particular event in history, such as the bicentenary, the construction of the Adani mine in Queensland or the 2023 Voice Referendum"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K33,The effectiveness of methods and tactics used to achieve Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Identifying areas that are a focus for continued civil rights action for Aboriginal and Torres Strait Islander Peoples, such as education, health and work"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K33,The effectiveness of methods and tactics used to achieve Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Analysing the recognition of Aboriginal and Torres Strait Islander Peoples, histories, cultures and languages in broader Australian society, such as the national anthem and an Indigenous Round in AFL and NRL"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K33,The effectiveness of methods and tactics used to achieve Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Investigating the legacy of children’s experiences in ‘care’, including their placement in orphanages, children’s homes, foster care and other forms of out-of-home care, and the significance of the United Nations Convention on the Rights of the Child (1990)"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K33,The effectiveness of methods and tactics used to achieve Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Evaluating the effectiveness of government policies concerning Aboriginal and Torres Strait Islander Peoples since the Bringing Them Home report, such as the Northern Territory Emergency Response or Closing the Gap"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K33,The effectiveness of methods and tactics used to achieve Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Evaluating the effectiveness of the legal, political and direct-action methods used in campaigns for Aboriginal and Torres Strait Islander Peoples’ rights and freedoms"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K33,The effectiveness of methods and tactics used to achieve Aboriginal and Torres Strait Islander Peoples’ rights and freedoms,,"Analysing how not-for-profit, social and commercial enterprises contribute to promoting Aboriginal and Torres Strait Islander Peoples’ rights and freedoms, such as the Indigenous Literacy Foundation or Clothing the Gaps"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K34,The rights and freedoms Aboriginal and Torres Strait Islander Peoples have secured since 1938,,Evaluating the outcomes and legacies of different campaigns for Aboriginal and Torres Strait Islander Peoples’ rights and freedoms between 1938 and the present
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K34,The rights and freedoms Aboriginal and Torres Strait Islander Peoples have secured since 1938,,"Explaining the relationship between political rights and social, cultural and land rights"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K34,The rights and freedoms Aboriginal and Torres Strait Islander Peoples have secured since 1938,,"Investigating the outcomes of Aboriginal and Torres Strait Islander Peoples’ campaigns for self-management and self-determination in health, legal services, education and community development from the 1970s"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K34,The rights and freedoms Aboriginal and Torres Strait Islander Peoples have secured since 1938,,"Evaluating the significance of the Apology, state-based treaties and the 2023 Voice Referendum as consequences of Aboriginal and Torres Strait Islander Peoples’ rights and freedoms"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K35,Different historical interpretations and debates about Aboriginal and Torres Strait Islander Peoples’ rights and freedoms campaigns,,Discussing the contribution of Bruce Pascoe to Aboriginal and Torres Strait Islander Peoples’ rights and freedoms in writing Dark Emu and the different responses to his book
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K35,Different historical interpretations and debates about Aboriginal and Torres Strait Islander Peoples’ rights and freedoms campaigns,,Evaluating debates about Treaty since the Mabo decision (Mabo v Queensland (No 2) 1992)
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,Aboriginal and Torres Strait Islander Peoples’ rights and freedoms (1938–present),VC2HH10K35,Different historical interpretations and debates about Aboriginal and Torres Strait Islander Peoples’ rights and freedoms campaigns,,"Using sources to discuss debates around constitutional recognition as a path towards greater rights and freedoms for Aboriginal and Torres Strait Islander Peoples, including the Uluru dialogues and Blak sovereignty"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K36,"Changing historical perspectives over time in relation to the developments in technology, public health, longevity and standards of living in the 20th century, and concern for the environment and sustainability",,Investigating and comparing advertisements for technology since 1945
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K36,"Changing historical perspectives over time in relation to the developments in technology, public health, longevity and standards of living in the 20th century, and concern for the environment and sustainability",,"Analysing sources to track changes in public health and standards of living since 1945, such as sources from the United Nations Development Programme or in the online publication Our World in Data"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K36,"Changing historical perspectives over time in relation to the developments in technology, public health, longevity and standards of living in the 20th century, and concern for the environment and sustainability",,"Examining how attitudes to the environment and sustainability have developed in Australia, including a change in focus from conservation to addressing climate change"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K37,"The origins and significance of the Universal Declaration of Human Rights, including Australia’s involvement in the development of the declaration",,"Describing the causes of the development of the Universal Declaration of Human Rights, such as the atrocities of the Holocaust and the immense scale of destruction and displacement because of World War II"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K37,"The origins and significance of the Universal Declaration of Human Rights, including Australia’s involvement in the development of the declaration",,Investigating the present significance of the Universal Declaration of Human Rights
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K37,"The origins and significance of the Universal Declaration of Human Rights, including Australia’s involvement in the development of the declaration",,"Examining how human rights have developed in Australia, including movements related to human rights and the introduction of human rights legislation such as the Victorian Charter of Human Rights"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Popular culture,"Examining popular culture in Australia after World War II, including music, film and sport"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Popular culture,"Discussing the influence music, film and sport has had on movements and vice versa"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Popular culture,"Analysing how music, film and sport have expressed, challenged and developed an Australian identity after World War II"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Popular culture,Analysing the role of technology and consumerism on popular culture
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",The environment movement,"Outlining the origins of environmental movements in the campaigns to preserve the natural environment for future generations, for example the establishment of the USA’s Yellowstone National Park in 1872, Australia’s Royal National Park in 1879, Canada’s Rocky Mountains National Park in 1885 and New Zealand’s Tongariro National Park in 1887"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",The environment movement,"Investigating the impact of early texts that warned about environmental change, such as Silent Spring by Rachel Carson (1962), ‘Don’t It Make You Want To Go Home’ by Joe South (1970), Mother Earth News magazine (1970) and ‘Mercy Mercy Me (The Ecology)’ by Marvin Gaye (1971)"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",The environment movement,Discussing the consequences of nuclear warfare and Mutually Assured Destruction in raising concerns about the environment
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",The environment movement,"Explaining reasons why the United Kingdom conducted 12 major nuclear weapons tests in Australia between 1952 and 1957 at the Montebello Islands, Emu Field and Maralinga, and why opposition to the testing grew in the 1950s"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Migration experiences,Analysing the causes and conditions that led to increased migration to Australia and changes to public opinion and government policy
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Migration experiences,"Describing the main features of a government policy that affected migration to Australia, such as the Immigration Restriction Act 1901 and use of the dictation test to restrict the immigration of non-Europeans, and the ‘populate or perish’ government policy immediately following World War II"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Migration experiences,"Investigating the nature of the waves of migration (e.g. from Europe in the 1950s–1960s, from different parts of Asia in the 1970s–2000s, from the Middle East in the 1980s–1990s, from India in the 1990s–2000s or from Africa in the 2000s), the numbers of migrants from those countries since World War II and the reasons for those migrations, including push factors such as the effects of war, economic downturns or social upheaval, and pull factors such as Australia’s peaceful democracy and economic and educational opportunities"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Political crisis,"Analysing the causes and consequences of the Petrov Affair, including the influence of McCarthyism"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Political crisis,"Evaluating the developments during the Whitlam government and the causes of the government’s dismissal, including changing political ideologies"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Political crisis,"Analysing the causes and the consequences of a conflict in which Australia participated, such as the Korean War, the Vietnam War, the Gulf War, Australian peacekeeping in East Timor, the War in Afghanistan or the Iraq War"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Political crisis,"Comparing the changing of prime ministers while in government and the attitudes and effects of these changes, including Hawke to Keating (1991), Rudd to Gillard to Rudd (2010–2013) and Abbott to Turnbull to Morrison (2015–2018)"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Regional and global conflict,"Analysing the causes and the consequences of one regional or global conflict, such as the Cold War, the Korean War, the Vietnam War, Middle East conflicts, South Africa Apartheid, the Irish Troubles, the Balkans War, the War in Afghanistan or the Iraq War"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K38,"Causes and consequences of significant post-1945 world events, ideas and developments, and their influences on Australia after 1945",Regional and global conflict,"Evaluating how one regional or global conflict may or may not have influenced Australia, such as changing migration patterns, contribution of aid from Australia, how Australian society may have responded to regional or global events and how the communist victory in the Vietnam War resulted in the arrival of refugees into Australia and contributed to the abolishment of the ‘White Australia Policy’"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",Popular culture,"Discussing the changing nature of the music, film and television industries in Australia during the post-war period, including the influence of overseas developments such as rock ‘n’ roll, disco, punk, hip hop, electronic dance music and other music genres; Hollywood, Bollywood, Korea and the animation film industry in China, Japan and Korea; and the development of satellite broadcast and streaming on television"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",Popular culture,"Investigating Australia’s contribution to international popular culture in music, film, television and sport, and the recognition of Australian creative and performing arts internationally"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",The environment movement,"Explaining events such as the struggle over American, British and French nuclear weapon testing in the Pacific from 1946 to 1996 or the sinking of the Rainbow Warrior in 1985"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",The environment movement,"Evaluating the effectiveness of international protocols and treaties such as Kyoto (1997), the United Nations Framework Convention on Climate Change (since 1992, especially 2015) and the Washington Declaration (2007)"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",The environment movement,"Explaining the significance of the Franklin Dam protests in the 1970s and 1980s and their impact on Australian politics and law, including the establishment of a World Heritage Site, the Hawke government’s response and the subsequent Tasmanian Dams Case (The Commonwealth of Australia v Tasmania (1983))"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",Migration experiences,Describing how the communist victory in the Vietnam War resulted in the arrival of refugees into Australia and contributed to the abolishment of the ‘White Australia Policy’
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",Migration experiences,"Investigating policies of multiculturalism, cultural diversity and inclusion since the 1970s and the concepts of cultural heritage and assimilation"
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",Migration experiences,Analysing post-World War II population growth and the development of Australia’s culturally diverse society using different types of graphs
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",Political crisis,Identifying and evaluating the continuities and changes to Australian society that resulted from a political crisis
HASS,History,Years 9 and 10,Historical Knowledge and Understanding,The globalising world (1945–present),VC2HH10K39,"Continuities and/or changes caused by a major global influence, development and/or event after 1945",Political crisis,Using a chart or graphic organiser to categorise the continuities and changes associated with a political crisis
